ASVs	bremen	brake	bremerhaven	helgolandT	helgolandS
ASV_3976	0.00	0.00	0.33	0.00	0.00
ASV_3989	0.33	0.00	0.00	0.00	0.00
ASV_3990	0.00	0.00	0.33	0.00	0.00
ASV_3991	0.00	0.00	0.83	0.00	0.00
ASV_3992	0.00	0.17	0.00	0.00	0.00
ASV_4010	0.00	0.00	0.00	3.00	3.00
ASV_4011	0.00	0.17	0.00	0.00	0.00
ASV_4019	2.33	5.33	0.17	0.00	0.00
ASV_4023	0.00	0.00	0.17	0.00	0.00
ASV_4031	11.33	24.67	0.83	0.00	0.00
ASV_4046	1.50	0.00	0.00	0.00	0.00
ASV_4047	0.00	0.00	0.00	0.33	1.00
ASV_4052	0.00	0.00	0.17	0.00	0.00
ASV_4069	1.33	0.00	0.00	0.00	0.00
ASV_4076	0.00	0.00	0.67	5.50	0.00
ASV_4090	0.00	0.33	0.00	0.00	0.00
ASV_4099	7.83	0.17	0.00	0.00	0.00
ASV_4103	0.00	0.00	0.00	0.00	1.00
ASV_4104	0.00	0.00	0.00	2.00	0.00
ASV_4105	0.00	0.00	0.83	0.00	0.00
ASV_4108	0.00	0.00	0.00	2.33	0.00
ASV_4119	0.00	0.00	0.00	2.00	0.00
ASV_4128	0.00	2.00	0.00	0.00	0.00
ASV_4146	0.17	0.67	0.00	0.00	0.00
ASV_4150	0.00	1.33	0.00	0.00	0.00
ASV_4163	0.00	0.17	0.00	0.00	0.00
ASV_4179	3.67	0.00	27.83	76.83	3.00
ASV_4184	0.17	0.00	0.00	0.00	0.00
ASV_4185	0.00	0.00	0.00	0.00	3.00
ASV_4190	0.17	0.00	0.00	0.00	0.00
ASV_4191	0.17	0.17	0.00	0.00	0.00
ASV_4195	0.17	0.17	0.00	0.00	0.00
ASV_4203	0.00	0.00	0.17	0.00	0.00
ASV_4205	0.00	0.17	0.00	0.00	0.00
ASV_4215	0.33	0.33	0.00	0.00	0.00
ASV_4223	0.00	0.33	0.00	0.00	0.00
ASV_4238	1.50	0.00	0.00	0.00	0.00
ASV_4243	0.00	0.33	0.00	0.00	0.00
ASV_4247	0.33	0.17	0.33	0.00	0.00
ASV_4250	0.00	0.33	0.00	0.00	0.00
ASV_4263	1.17	0.00	0.00	0.00	0.00
ASV_4264	0.17	0.17	0.17	0.00	0.00
ASV_4268	0.00	0.17	0.00	0.00	0.00
ASV_4285	0.00	0.00	0.00	0.00	0.00
ASV_4301	0.00	0.33	0.00	0.00	0.00
ASV_4304	0.00	0.00	0.00	1.50	3.00
ASV_4305	0.00	0.00	0.00	0.17	1.00
ASV_4307	0.17	0.67	0.00	0.00	0.00
ASV_4309	0.00	3.00	0.00	0.00	0.00
ASV_4328	0.00	0.00	1.17	0.00	0.00
ASV_4343	7.67	0.00	47.50	28.67	1.00
ASV_4350	0.00	0.00	0.00	5.50	0.00
ASV_4352	0.00	0.00	0.33	0.00	0.00
ASV_4358	0.00	0.00	0.00	0.00	0.00
ASV_4368	0.00	0.17	0.00	0.00	0.00
ASV_4378	0.00	0.00	0.00	0.00	3.00
ASV_4384	0.00	2.00	0.00	0.00	0.00
ASV_4409	0.00	0.00	0.00	0.33	0.00
ASV_4427	0.00	0.00	0.00	0.00	0.00
ASV_4446	21.00	0.00	0.00	0.00	0.00
ASV_4447	0.00	0.17	0.00	0.00	0.00
ASV_4455	6.83	0.33	0.00	0.00	0.00
ASV_4456	0.00	0.00	0.00	3.83	0.00
ASV_4478	0.00	0.00	1.67	0.00	0.00
ASV_4480	0.00	0.50	0.00	0.00	0.00
ASV_4487	0.00	0.00	0.00	6.50	1.00
ASV_4495	0.00	0.00	0.17	0.00	0.00
ASV_4497	0.00	0.00	0.00	0.33	0.00
ASV_4508	0.17	0.00	0.17	0.00	0.00
ASV_4513	0.00	0.00	0.00	0.00	0.00
ASV_4522	0.00	0.00	0.17	0.00	0.00
ASV_4524	0.50	0.83	0.00	0.00	0.00
ASV_4534	0.17	0.17	0.00	0.00	0.00
ASV_4541	0.00	0.00	0.17	0.00	0.00
ASV_4560	0.00	0.50	0.00	0.00	0.00
ASV_4561	0.00	0.00	0.17	0.00	0.00
ASV_4567	6.67	0.00	38.50	53.17	0.00
ASV_4570	0.00	0.33	0.00	0.00	0.00
ASV_4576	0.00	0.17	0.00	0.00	0.00
ASV_4586	0.00	0.00	0.00	0.00	0.00
ASV_4587	0.00	0.00	0.00	1.33	0.00
ASV_4591	0.00	0.00	0.00	1.67	0.00
ASV_4612	0.00	0.00	0.67	0.00	0.00
ASV_4614	0.00	0.00	0.00	0.00	0.00
ASV_4624	0.00	0.00	1.50	0.00	0.00
ASV_4629	4.33	0.00	17.00	0.00	0.00
ASV_4633	0.17	0.00	1.50	0.00	0.00
ASV_4636	4.17	0.00	18.00	32.17	0.00
ASV_4644	0.00	0.00	0.00	0.00	0.00
ASV_4647	0.00	0.00	0.00	0.17	0.00
ASV_4675	0.17	0.00	0.00	0.00	0.00
ASV_4681	0.00	0.17	0.00	0.00	0.00
ASV_4685	0.00	0.00	0.00	4.67	0.00
ASV_4691	0.00	0.00	0.00	1.50	0.00
ASV_4699	0.00	0.00	0.00	0.33	0.00
ASV_4703	0.17	0.17	0.00	0.00	0.00
ASV_4707	0.00	0.00	0.00	0.33	0.00
ASV_4718	0.00	0.00	0.83	0.00	0.00
ASV_4737	0.67	0.00	0.67	0.00	0.00
ASV_4741	0.00	0.00	1.83	18.00	3.00
ASV_4745	0.00	0.00	0.00	0.00	1.00
ASV_4753	0.00	3.33	0.00	0.00	0.00
ASV_4754	0.00	0.00	0.17	0.00	0.00
ASV_4758	2.50	4.17	0.50	0.00	0.00
ASV_4778	0.00	0.00	0.00	0.00	1.00
ASV_4782	0.00	0.00	0.67	0.00	0.00
ASV_4791	0.33	4.00	0.00	0.00	0.00
ASV_4794	6.83	0.50	0.00	0.00	0.00
ASV_4796	0.00	0.17	0.00	0.00	0.00
ASV_4798	0.00	1.33	0.00	0.00	0.00
ASV_4802	0.00	0.00	0.00	0.00	3.00
ASV_4804	0.00	0.33	0.00	0.00	0.00
ASV_4809	0.83	1.67	0.17	0.00	0.00
ASV_4825	11.67	6.67	24.83	0.00	0.00
ASV_4842	0.00	0.50	0.00	0.00	0.00
ASV_4850	0.00	0.00	0.00	1.83	3.00
ASV_4855	0.00	0.00	0.00	0.00	1.00
ASV_4859	0.00	0.17	0.00	0.00	0.00
ASV_4863	0.00	0.17	0.00	0.00	0.00
ASV_4868	63.00	94.67	0.50	0.00	0.00
ASV_4880	0.00	0.00	0.17	0.00	0.00
ASV_4893	0.00	0.17	0.00	0.00	0.00
ASV_4897	0.00	0.00	0.00	0.50	1.00
ASV_4945	0.00	0.00	0.50	0.00	0.00
ASV_4958	0.00	0.17	0.00	0.00	0.00
ASV_4963	0.00	0.00	0.00	0.00	0.00
ASV_4968	0.17	0.00	0.83	0.00	0.00
ASV_4969	0.00	0.33	0.00	0.00	0.00
ASV_4984	0.00	0.00	0.00	0.00	3.00
ASV_4987	0.00	0.00	0.00	0.17	0.00
ASV_4997	0.00	0.00	0.00	0.17	0.00
ASV_5008	0.00	0.00	0.67	0.00	0.00
ASV_5014	0.00	0.00	0.17	0.00	0.00
ASV_5018	4.83	6.17	1.00	0.00	0.00
ASV_5053	22.00	4.50	0.00	0.00	0.00
ASV_5055	0.00	0.00	0.17	0.00	0.00
ASV_5068	0.00	0.00	0.00	0.00	1.00
ASV_5073	0.00	0.00	1.50	2.33	0.00
ASV_5082	1.17	0.67	0.00	0.00	0.00
ASV_5095	0.17	0.33	0.00	0.00	0.00
ASV_5151	0.00	0.00	0.00	0.00	0.00
ASV_5155	0.00	0.00	0.00	0.17	0.00
ASV_5159	0.00	0.00	0.00	0.00	3.00
ASV_5162	0.00	0.00	0.00	0.83	0.00
ASV_5166	0.33	1.67	0.00	0.00	0.00
ASV_5200	3.17	4.33	0.00	0.00	0.00
ASV_5223	0.00	0.00	0.00	0.00	0.00
ASV_5230	0.00	0.17	0.00	0.00	0.00
ASV_5233	0.00	0.00	0.00	0.00	0.00
ASV_5255	27.50	13.17	89.33	6.83	0.00
ASV_5265	1.00	0.00	1.00	0.00	0.00
ASV_5271	0.00	0.00	1.00	24.50	3.00
ASV_5275	0.50	0.00	0.00	0.00	0.00
ASV_5289	0.00	0.17	0.00	0.00	0.00
ASV_5291	3.33	6.50	0.50	0.00	0.00
ASV_5292	0.00	0.00	2.33	0.00	0.00
ASV_5299	3.00	12.50	0.00	0.00	0.00
ASV_5300	0.00	0.67	0.00	0.00	0.00
ASV_5311	0.00	0.17	0.00	0.00	0.00
ASV_5312	0.17	0.00	0.17	0.00	0.00
ASV_5318	0.00	0.00	0.00	0.00	2.00
ASV_5323	0.00	0.00	0.17	0.00	0.00
ASV_5324	0.83	1.33	0.00	0.00	0.00
ASV_5330	0.00	0.00	0.83	3.17	0.00
ASV_5331	0.00	0.00	0.50	0.17	0.00
ASV_5338	0.00	0.50	0.00	0.00	0.00
ASV_5356	0.00	0.00	0.00	0.00	1.00
ASV_5357	0.00	0.33	0.00	0.00	0.00
ASV_5360	0.00	0.00	0.00	0.00	0.00
ASV_5363	0.00	0.17	0.00	0.00	0.00
ASV_5372	0.17	0.50	0.00	0.00	0.00
ASV_5379	0.17	0.00	0.00	0.00	0.00
ASV_5395	0.00	0.17	0.00	0.00	0.00
ASV_5399	0.00	0.00	0.00	0.00	1.00
ASV_5409	0.00	0.17	0.00	0.00	0.00
ASV_5414	0.00	0.00	0.00	3.67	0.00
ASV_5424	0.00	0.00	0.00	0.00	0.00
ASV_5453	0.50	0.83	0.00	0.00	0.00
ASV_5473	0.17	0.00	0.00	0.00	0.00
ASV_5478	0.00	0.00	2.17	1.83	0.00
ASV_5484	0.00	0.00	0.33	0.00	0.00
ASV_5487	0.00	1.00	0.00	0.00	0.00
ASV_5488	0.00	0.00	0.00	5.67	0.00
ASV_5515	0.00	0.83	0.00	0.00	0.00
ASV_5518	0.00	0.00	0.00	0.00	1.00
ASV_5526	0.00	0.00	0.00	2.33	0.00
ASV_5531	4.83	0.00	0.00	0.00	0.00
ASV_5545	0.33	0.17	0.83	0.00	0.00
ASV_5546	0.00	0.00	3.17	1.67	0.00
ASV_5550	0.00	0.00	2.00	0.00	3.00
ASV_5558	2.83	1.17	11.83	0.00	0.00
ASV_5563	0.83	0.33	0.67	0.00	0.00
ASV_5570	0.00	0.17	0.00	0.00	0.00
ASV_5574	0.00	0.50	0.00	0.00	0.00
ASV_5579	0.83	2.00	0.00	0.00	0.00
ASV_5580	0.00	0.00	0.00	0.00	3.00
ASV_5589	0.00	0.17	0.00	0.00	0.00
ASV_5594	0.33	1.00	0.00	0.00	0.00
ASV_5595	0.00	0.33	0.00	0.00	0.00
ASV_5600	2.17	4.17	0.00	0.00	0.00
ASV_5601	0.00	0.00	0.00	0.00	1.00
ASV_5611	2.50	7.50	0.00	0.00	0.00
ASV_5612	0.17	0.17	0.00	0.00	0.00
ASV_5644	0.00	0.00	0.33	0.00	0.00
ASV_5647	0.00	0.50	0.00	0.00	0.00
ASV_5652	0.00	0.00	0.67	0.00	0.00
ASV_5663	0.00	1.00	0.00	0.00	0.00
ASV_5666	0.33	0.33	0.00	0.00	0.00
ASV_5668	0.00	0.33	0.00	0.00	0.00
ASV_5694	0.00	0.00	0.00	0.17	0.00
ASV_5702	0.00	0.17	0.00	0.00	0.00
ASV_5712	0.00	0.17	0.00	0.00	0.00
ASV_5729	0.00	0.00	0.17	0.00	0.00
ASV_5732	0.00	0.00	0.00	0.00	0.00
ASV_5733	0.00	0.00	0.17	0.00	0.00
ASV_5751	356.33	813.67	37.50	0.00	0.00
ASV_5753	0.00	0.00	0.00	0.50	0.00
ASV_5764	0.00	0.00	0.00	0.00	2.00
ASV_5766	0.00	0.00	0.50	2.33	2.00
ASV_5770	0.17	0.00	0.00	0.00	0.00
ASV_5799	0.00	0.00	0.00	0.33	0.00
ASV_5808	0.00	0.00	3.00	1.67	0.00
ASV_5809	0.00	0.00	0.00	0.17	3.00
ASV_5813	0.00	0.00	0.00	0.00	1.00
ASV_5815	15.83	0.00	98.67	14.83	1.00
ASV_5849	0.00	0.00	0.00	0.50	1.00
ASV_5854	2.00	4.00	0.00	0.00	0.00
ASV_5869	0.00	0.83	0.00	0.00	0.00
ASV_5872	0.00	0.00	0.00	0.00	0.00
ASV_5876	0.00	0.00	0.00	0.00	1.00
ASV_5892	0.00	0.00	0.67	0.00	0.00
ASV_5896	0.00	0.00	0.17	0.00	0.00
ASV_5899	0.00	0.00	3.17	0.00	0.00
ASV_5902	0.00	0.00	0.17	0.00	0.00
ASV_5903	0.17	0.17	0.00	0.00	0.00
ASV_5906	0.50	0.00	5.50	0.33	0.00
ASV_5908	0.00	0.17	0.00	0.00	0.00
ASV_5926	0.00	0.00	0.00	0.33	0.00
ASV_5946	0.00	0.00	0.00	0.67	1.00
ASV_5947	0.00	0.00	0.00	0.00	0.00
ASV_5963	0.83	0.83	0.83	0.00	0.00
ASV_5967	0.00	0.00	0.00	0.00	2.00
ASV_5977	3.17	20.50	0.00	0.00	0.00
ASV_5983	0.50	1.17	0.17	0.00	0.00
ASV_5994	0.00	0.67	0.00	0.00	0.00
ASV_5995	0.00	0.17	0.00	0.00	0.00
ASV_6003	1.50	1.50	0.50	0.00	0.00
ASV_6009	0.17	0.17	0.00	0.00	0.00
ASV_6010	0.00	0.00	0.00	2.67	0.00
ASV_6014	0.17	0.17	0.00	0.00	0.00
ASV_6017	2.67	0.00	2.67	0.00	0.00
ASV_6030	0.00	0.00	0.00	0.33	0.00
ASV_6033	0.33	0.33	0.00	0.00	0.00
ASV_6034	2.17	0.00	11.50	0.00	0.00
ASV_6041	0.00	0.00	0.00	5.00	0.00
ASV_6049	0.00	0.00	0.00	0.00	3.00
ASV_6051	0.17	0.00	0.17	0.00	0.00
ASV_6054	0.00	0.00	0.00	0.00	3.00
ASV_6057	0.00	0.00	0.83	0.00	0.00
ASV_6068	0.17	0.00	0.17	0.00	0.00
ASV_6090	0.00	0.00	0.00	0.00	1.00
ASV_6096	0.00	0.67	0.00	0.00	0.00
ASV_6104	0.00	0.00	1.33	0.00	0.00
ASV_6122	0.83	0.17	0.00	0.00	0.00
ASV_6124	0.33	0.50	0.00	0.00	0.00
ASV_6133	0.00	0.00	0.17	0.33	0.00
ASV_6143	0.33	0.00	0.00	0.00	0.00
ASV_6169	0.00	0.50	0.00	0.00	0.00
ASV_6181	0.00	0.00	0.00	2.33	0.00
ASV_6183	0.00	0.00	0.33	0.00	0.00
ASV_6196	0.00	0.00	0.00	0.17	0.00
ASV_6203	1.67	0.00	0.00	0.00	0.00
ASV_6211	0.00	2.33	0.00	0.00	0.00
ASV_6213	0.00	0.00	0.00	0.00	0.00
ASV_6222	0.00	0.00	0.00	0.17	0.00
ASV_6228	0.00	0.00	0.50	0.00	0.00
ASV_6239	0.00	0.00	0.33	0.00	0.00
ASV_6240	0.17	0.17	0.00	0.00	0.00
ASV_6253	0.00	0.00	1.17	0.00	0.00
ASV_6267	55.17	148.67	7.00	0.00	0.00
ASV_6268	0.33	0.50	0.00	0.00	0.00
ASV_6270	0.00	0.00	0.17	0.00	0.00
ASV_6284	0.00	0.00	0.00	0.17	0.00
ASV_6285	0.50	0.00	1.00	0.83	0.00
ASV_6287	0.00	0.00	0.17	0.17	0.00
ASV_6292	0.00	0.33	0.00	0.00	0.00
ASV_6293	0.83	1.67	0.00	0.00	0.00
ASV_6294	1.67	2.83	0.17	0.00	0.00
ASV_6299	0.00	0.00	0.00	0.67	0.00
ASV_6306	0.00	0.00	0.00	0.17	3.00
ASV_6341	6.00	10.50	0.00	0.00	0.00
ASV_6342	0.00	0.00	0.33	6.00	0.00
ASV_6346	0.00	0.00	1.33	0.00	0.00
ASV_6350	0.00	0.00	0.00	0.00	1.00
ASV_6356	0.00	0.00	0.00	0.00	0.00
ASV_6358	0.17	0.00	0.00	0.33	0.00
ASV_6360	0.00	0.00	0.17	0.00	0.00
ASV_6361	0.00	0.00	0.00	1.83	0.00
ASV_6373	0.00	0.00	0.00	0.00	0.00
ASV_6375	1.33	0.00	0.00	0.00	0.00
ASV_6376	0.33	1.33	0.00	0.00	0.00
ASV_6378	0.00	0.00	0.17	0.00	0.00
ASV_6389	0.00	0.00	0.00	5.00	0.00
ASV_6392	0.83	1.50	0.00	0.00	0.00
ASV_6397	0.00	0.00	0.00	0.00	1.00
ASV_6404	0.00	0.33	0.00	0.00	0.00
ASV_6414	0.00	0.00	2.00	0.00	0.00
ASV_6417	0.50	0.00	2.17	0.00	0.00
ASV_6428	0.00	0.17	0.00	0.00	0.00
ASV_6433	0.00	0.00	0.00	0.00	1.00
ASV_6441	0.00	0.33	0.00	0.00	0.00
ASV_6446	0.00	0.00	0.00	0.00	3.00
ASV_6454	0.00	0.00	0.00	0.00	0.00
ASV_6461	0.00	0.00	0.50	0.00	0.00
ASV_6466	1.17	0.00	0.00	0.00	0.00
ASV_6469	6.33	0.00	0.00	0.00	0.00
ASV_6473	0.00	0.00	0.83	13.33	0.00
ASV_6478	0.00	0.00	0.17	0.33	0.00
ASV_6482	1.17	8.17	0.00	0.00	0.00
ASV_6483	0.00	0.00	1.00	6.67	3.00
ASV_6485	0.33	0.83	0.00	0.00	0.00
ASV_6489	0.50	0.67	0.33	0.00	0.00
ASV_6505	0.00	0.17	0.00	0.00	0.00
ASV_6524	0.00	0.00	0.67	0.00	0.00
ASV_6529	0.00	0.00	0.17	0.00	0.00
ASV_6539	0.00	0.67	0.00	0.00	0.00
ASV_6541	33.50	0.00	183.83	200.17	3.00
ASV_6543	0.00	0.00	0.00	0.00	0.00
ASV_6547	0.17	0.00	0.00	0.00	0.00
ASV_6549	0.00	0.00	0.00	6.00	0.00
ASV_6557	0.00	0.00	0.17	0.50	0.00
ASV_6560	0.00	0.33	0.00	0.00	0.00
ASV_6563	0.00	0.00	0.00	0.33	0.00
ASV_6564	0.00	0.33	0.00	0.00	0.00
ASV_6606	0.33	0.33	0.17	0.00	0.00
ASV_6634	0.00	0.00	0.00	0.33	2.00
ASV_6646	0.00	0.33	0.00	0.00	0.00
ASV_6652	0.00	0.67	0.00	0.00	0.00
ASV_6653	0.00	0.17	0.00	0.00	0.00
ASV_6660	1.17	0.00	0.00	0.00	0.00
ASV_6679	1.67	0.00	0.00	0.00	0.00
ASV_6681	6.50	0.00	0.00	0.00	0.00
ASV_6690	0.50	0.00	0.67	0.00	0.00
ASV_6691	0.00	0.00	0.00	0.00	3.00
ASV_6698	0.00	0.00	0.00	0.33	0.00
ASV_6699	0.00	0.00	0.00	0.17	0.00
ASV_6700	17.00	39.17	0.67	0.00	0.00
ASV_6702	0.00	0.17	0.00	0.00	0.00
ASV_6705	0.17	0.00	0.00	0.00	0.00
ASV_6713	0.00	0.00	0.33	0.00	0.00
ASV_6729	0.00	0.00	1.17	0.00	0.00
ASV_6730	0.00	0.00	0.00	7.17	0.00
ASV_6744	0.00	1.50	0.00	0.00	0.00
ASV_6748	0.00	0.00	0.00	0.00	0.00
ASV_6750	0.00	0.00	0.00	0.00	3.00
ASV_6753	0.00	0.00	0.00	0.00	1.00
ASV_6762	0.00	0.00	0.00	8.67	3.00
ASV_6768	0.33	0.00	1.50	5.83	3.00
ASV_6770	0.00	0.00	0.00	0.00	0.00
ASV_6776	21.83	72.00	0.00	0.00	0.00
ASV_6783	0.00	0.00	0.00	0.00	0.00
ASV_6785	0.00	0.50	0.00	0.00	0.00
ASV_6787	0.33	0.33	0.00	0.00	0.00
ASV_6796	0.00	0.00	0.00	8.50	3.00
ASV_6803	0.00	0.00	0.00	0.50	0.00
ASV_6804	0.17	0.17	0.00	0.00	0.00
ASV_6825	0.00	0.33	0.00	0.00	0.00
ASV_6833	7.50	0.00	0.00	0.00	0.00
ASV_6837	0.00	0.00	0.00	0.00	0.00
ASV_6840	9.67	4.17	25.17	0.00	0.00
ASV_6845	0.00	0.00	0.00	0.00	1.00
ASV_6848	0.00	0.00	0.00	6.83	3.00
ASV_6861	6.00	3.17	0.00	0.00	0.00
ASV_6868	0.00	0.83	0.00	0.00	0.00
ASV_6870	0.00	0.00	0.00	0.17	3.00
ASV_6883	0.00	0.00	0.00	0.67	0.00
ASV_6886	0.00	0.83	0.00	0.00	0.00
ASV_6889	0.00	0.00	0.00	16.50	3.00
ASV_6918	0.00	0.00	0.00	0.00	1.00
ASV_6930	0.00	0.17	0.00	0.00	0.00
ASV_6934	0.00	0.00	1.67	0.00	0.00
ASV_6935	0.50	3.83	0.00	0.00	0.00
ASV_6936	1.00	0.00	0.00	0.00	0.00
ASV_6938	0.83	0.00	0.00	0.00	0.00
ASV_6939	0.00	0.33	0.00	0.00	0.00
ASV_6952	0.00	0.00	0.00	0.00	1.00
ASV_6959	0.00	0.00	0.00	0.00	0.00
ASV_6962	0.00	0.00	1.00	0.50	0.00
ASV_6965	0.00	0.00	0.00	0.00	3.00
ASV_6966	1.83	0.00	0.00	0.00	0.00
ASV_6984	0.00	0.00	0.00	0.00	3.00
ASV_7000	0.00	0.83	0.00	0.00	0.00
ASV_7008	0.33	0.00	0.67	0.00	0.00
ASV_7011	0.00	0.00	0.00	0.17	0.00
ASV_7015	0.00	0.00	0.00	0.33	0.00
ASV_7023	0.00	0.33	0.00	0.00	0.00
ASV_7024	0.00	0.00	0.00	0.00	2.00
ASV_7027	0.00	0.00	0.00	0.17	0.00
ASV_7038	0.83	1.17	0.00	0.00	0.00
ASV_7040	0.00	0.67	0.00	0.00	0.00
ASV_7042	0.00	0.00	0.83	0.17	1.00
ASV_7050	0.00	0.00	0.00	0.00	0.00
ASV_7056	0.00	0.00	0.00	0.00	2.00
ASV_7073	0.00	0.00	0.00	0.00	0.00
ASV_7074	4.50	15.67	0.00	0.00	0.00
ASV_7085	0.00	0.00	0.00	0.00	0.00
ASV_7105	0.00	0.33	0.00	0.00	0.00
ASV_7132	0.17	0.17	0.17	0.00	0.00
ASV_7139	0.00	0.33	0.00	0.00	0.00
ASV_7152	0.00	0.00	0.00	0.00	0.00
ASV_7158	0.17	0.00	0.17	0.00	0.00
ASV_7160	20.33	17.67	53.67	0.33	0.00
ASV_7166	0.17	0.17	0.00	0.00	0.00
ASV_7178	0.67	0.83	0.00	0.00	0.00
ASV_7179	0.33	0.50	0.00	0.00	0.00
ASV_7185	0.00	0.00	0.00	9.33	0.00
ASV_7190	0.00	0.33	0.00	0.00	0.00
ASV_7191	0.00	0.33	0.00	0.00	0.00
ASV_7202	0.00	0.00	0.00	44.17	0.00
ASV_7204	0.00	0.00	0.50	10.83	2.00
ASV_7209	0.00	0.00	0.00	0.17	0.00
ASV_7212	4.33	0.00	20.50	8.17	0.00
ASV_7218	0.00	0.00	0.33	0.00	0.00
ASV_7277	0.00	0.17	0.00	0.00	0.00
ASV_7280	0.00	0.00	0.00	2.83	0.00
ASV_7281	0.00	0.00	0.00	0.00	0.00
ASV_7292	0.00	0.00	0.50	0.00	0.00
ASV_7298	0.83	0.00	0.83	0.00	0.00
ASV_7303	0.00	0.00	0.00	0.00	0.00
ASV_7305	0.00	0.50	0.00	0.00	0.00
ASV_7321	0.00	0.00	0.00	0.33	0.00
ASV_7323	0.00	0.00	0.17	0.00	0.00
ASV_7338	0.00	2.83	0.00	0.00	0.00
ASV_7351	0.00	0.17	0.00	0.00	0.00
ASV_7352	0.00	0.00	0.00	0.33	0.00
ASV_7382	0.50	0.83	0.00	0.00	0.00
ASV_7395	0.00	0.33	0.00	0.00	0.00
ASV_7400	0.00	0.00	0.00	0.00	0.00
ASV_7412	0.00	0.00	0.33	0.00	0.00
ASV_7416	0.00	0.00	1.33	0.00	0.00
ASV_7421	0.50	0.50	0.00	0.00	0.00
ASV_7437	2.50	3.83	0.17	0.00	0.00
ASV_7443	0.83	1.83	0.00	0.00	0.00
ASV_7468	0.00	0.00	0.00	0.33	0.00
ASV_7477	0.00	0.00	0.50	0.00	0.00
ASV_7478	0.00	0.50	0.00	0.00	0.00
ASV_7482	0.33	1.67	0.00	0.00	0.00
ASV_7491	0.00	0.00	2.17	0.00	0.00
ASV_7497	0.17	2.00	0.00	0.00	0.00
ASV_7501	0.00	0.00	0.00	0.17	0.00
ASV_7507	0.00	0.00	0.00	0.00	0.00
ASV_7508	0.17	0.50	0.00	0.00	0.00
ASV_7529	3.50	0.00	0.00	0.00	0.00
ASV_7537	0.00	0.33	0.00	0.00	0.00
ASV_7538	0.00	0.00	0.00	0.83	0.00
ASV_7555	33.67	71.67	0.00	0.00	0.00
ASV_7570	0.83	0.00	0.00	0.00	0.00
ASV_7572	0.17	0.17	0.00	0.00	0.00
ASV_7583	0.50	0.00	0.00	0.00	0.00
ASV_7585	0.00	0.00	0.00	0.50	1.00
ASV_7587	1.17	1.67	0.50	0.00	0.00
ASV_7593	0.67	2.83	0.00	0.00	0.00
ASV_7594	0.00	0.00	0.00	0.00	1.00
ASV_7607	0.00	0.00	0.00	0.17	0.00
ASV_7617	0.33	0.00	0.00	0.00	0.00
ASV_7628	0.00	0.17	0.00	0.00	0.00
ASV_7631	0.00	0.00	0.17	1.17	0.00
ASV_7637	1.33	4.83	0.00	0.00	0.00
ASV_7646	0.00	0.00	0.50	0.00	0.00
ASV_7650	0.00	0.00	0.00	0.00	0.00
ASV_7652	0.00	0.67	0.00	0.00	0.00
ASV_7668	0.00	4.00	0.00	0.00	0.00
ASV_7678	0.00	0.17	0.00	0.00	0.00
ASV_7688	0.00	0.00	0.00	0.17	0.00
ASV_7693	0.00	0.00	0.00	0.00	0.00
ASV_7696	0.17	0.00	0.50	0.00	0.00
ASV_7707	0.17	0.17	0.00	0.00	0.00
ASV_7711	0.50	2.33	0.00	0.00	0.00
ASV_7713	0.00	0.00	0.00	0.17	0.00
ASV_7717	0.00	0.00	0.00	0.00	1.00
ASV_7720	0.00	0.67	0.00	0.00	0.00
ASV_7729	0.00	0.00	0.00	0.00	0.00
ASV_7731	0.00	0.00	5.83	0.33	0.00
ASV_7738	0.00	0.00	0.17	0.00	0.00
ASV_7752	0.00	0.00	0.00	0.17	0.00
ASV_7768	0.00	1.83	0.00	0.00	0.00
ASV_7771	0.00	0.33	0.00	0.00	0.00
ASV_7788	0.00	0.00	0.00	1.17	1.00
ASV_7793	0.00	0.00	2.50	16.17	0.00
ASV_7795	0.00	0.00	0.00	0.17	0.00
ASV_7803	0.83	0.00	0.00	0.00	0.00
ASV_7812	0.33	0.00	0.00	0.00	0.00
ASV_7815	0.00	0.00	0.00	1.00	0.00
ASV_7817	0.00	0.00	1.50	0.00	0.00
ASV_7818	0.00	0.17	0.00	0.00	0.00
ASV_7820	8.83	0.00	50.83	116.67	3.00
ASV_7837	0.00	0.00	1.33	0.00	0.00
ASV_7839	0.00	0.00	0.00	0.33	0.00
ASV_7846	1.33	1.50	0.33	0.00	0.00
ASV_7851	0.00	0.00	0.17	0.00	0.00
ASV_7864	0.00	0.17	1.50	0.33	0.00
ASV_7868	0.00	0.00	0.00	0.33	0.00
ASV_7876	0.00	0.00	0.00	0.33	0.00
ASV_7884	0.00	0.00	0.00	0.17	0.00
ASV_7892	0.00	0.17	0.00	0.00	0.00
ASV_7916	0.00	0.17	0.00	0.00	0.00
ASV_7917	0.50	0.00	0.00	0.00	0.00
ASV_7921	0.00	0.00	0.00	0.83	0.00
ASV_7940	1.33	0.00	1.83	0.00	0.00
ASV_7941	0.00	0.00	0.00	0.00	0.00
ASV_7951	0.00	0.00	0.33	0.00	0.00
ASV_7957	0.17	0.00	0.17	0.00	0.00
ASV_7960	0.00	0.00	1.83	0.00	0.00
ASV_7965	0.00	0.00	0.83	0.00	0.00
ASV_7973	0.00	0.00	0.00	2.83	0.00
ASV_7974	0.00	0.17	0.00	0.00	0.00
ASV_7976	0.67	1.00	0.00	0.00	0.00
