ASVs	hdpe	wood	tw	water3	water02
ASV_5888	0.80	0.33	0.80	0.00	0.00
ASV_5889	0.07	0.07	0.00	0.00	0.00
ASV_5890	0.00	0.00	0.00	0.07	0.00
ASV_5891	0.00	0.00	0.00	0.07	0.00
ASV_5892	0.00	0.00	0.00	0.00	0.07
ASV_5895	0.00	0.00	0.07	0.00	0.00
ASV_5896	0.00	0.00	0.00	0.00	0.04
ASV_5897	0.00	0.00	0.00	0.04	0.00
ASV_5898	0.40	0.00	0.13	0.00	0.00
ASV_5899	0.00	0.00	0.00	0.00	0.11
ASV_5900	0.00	0.13	0.00	0.00	0.00
ASV_5901	0.00	0.00	0.00	0.04	0.00
ASV_5902	0.00	0.00	0.00	0.00	0.04
ASV_5903	0.00	0.00	0.00	0.00	0.04
ASV_5906	0.00	0.00	0.00	0.11	0.22
ASV_5908	0.00	0.00	0.00	0.00	0.04
ASV_5913	0.00	0.00	0.00	0.04	0.00
ASV_5914	0.00	0.07	0.07	0.00	0.00
ASV_5915	0.20	0.00	0.00	0.00	0.00
ASV_5918	0.07	0.00	0.00	0.00	0.00
ASV_5919	0.00	0.00	0.00	0.04	0.00
ASV_5920	0.07	0.00	0.00	0.00	0.00
ASV_5922	0.13	0.00	0.00	0.00	0.00
ASV_5923	0.00	0.00	0.00	0.04	0.00
ASV_5924	0.07	0.00	0.00	0.00	0.00
ASV_5925	0.07	0.00	0.00	0.00	0.00
ASV_5926	0.00	0.00	0.00	0.04	0.04
ASV_5927	0.00	0.00	0.00	0.04	0.00
ASV_5928	0.00	0.00	0.00	0.04	0.00
ASV_5929	0.13	0.00	0.07	0.00	0.00
ASV_5930	0.07	0.00	0.07	0.00	0.00
ASV_5932	0.00	0.00	0.00	0.04	0.00
ASV_5933	0.00	0.00	0.00	0.04	0.00
ASV_5934	0.53	0.00	0.07	0.00	0.00
ASV_5937	0.00	0.00	0.00	0.07	0.00
ASV_5938	0.00	0.00	0.00	0.04	0.00
ASV_5939	0.00	0.00	0.00	0.04	0.00
ASV_5940	0.27	0.00	0.00	0.00	0.00
ASV_5942	0.07	0.00	0.00	0.00	0.00
ASV_5943	0.00	0.13	0.00	0.00	0.00
ASV_5944	0.00	0.07	0.00	0.00	0.00
ASV_5946	0.00	0.00	0.00	0.04	0.19
ASV_5947	0.00	0.00	0.00	0.11	0.11
ASV_5948	0.00	0.00	0.00	0.07	0.00
ASV_5952	0.07	0.00	0.00	0.00	0.00
ASV_5954	0.00	0.00	0.07	0.00	0.00
ASV_5955	0.13	0.00	0.07	0.00	0.00
ASV_5957	0.00	0.00	0.00	0.11	0.00
ASV_5961	0.00	0.00	0.00	0.04	0.00
ASV_5963	0.00	0.00	0.00	0.00	0.07
ASV_5964	0.00	0.00	0.00	0.04	0.00
ASV_5965	0.00	0.00	0.00	0.04	0.00
ASV_5966	0.20	0.00	0.20	0.00	0.00
ASV_5967	0.00	0.00	0.00	0.00	0.07
ASV_5969	0.07	0.00	0.00	0.04	0.00
ASV_5971	0.00	0.00	0.00	0.04	0.00
ASV_5972	0.00	0.07	0.00	0.00	0.00
ASV_5973	0.00	0.07	0.00	0.00	0.00
ASV_5974	0.00	0.00	0.00	0.15	0.00
ASV_5975	0.07	0.00	0.00	0.00	0.00
ASV_5976	0.00	0.00	0.00	0.04	0.00
ASV_5977	0.00	0.00	0.00	0.26	0.30
ASV_5978	0.07	0.00	0.00	0.00	0.00
ASV_5979	0.07	0.00	0.00	0.00	0.00
ASV_5980	0.00	0.00	0.00	0.04	0.00
ASV_5982	0.00	0.00	0.27	0.00	0.00
ASV_5983	0.00	0.00	0.00	0.07	0.11
ASV_5984	0.00	0.00	0.00	0.04	0.00
ASV_5986	0.00	0.00	0.00	0.04	0.00
ASV_5987	0.00	0.00	0.00	0.07	0.00
ASV_5988	0.00	0.00	0.00	0.07	0.00
ASV_5989	0.00	0.00	0.00	0.04	0.00
ASV_5990	0.00	0.07	0.00	0.00	0.00
ASV_5991	0.07	0.00	0.00	0.00	0.00
ASV_5992	0.07	0.00	0.00	0.04	0.00
ASV_5993	0.13	0.00	0.00	0.07	0.00
ASV_5994	0.00	0.00	0.00	0.00	0.11
ASV_5995	0.00	0.00	0.00	0.00	0.04
ASV_5996	0.00	0.00	0.07	0.00	0.00
ASV_5998	0.00	0.00	0.07	0.00	0.00
ASV_5999	0.27	0.00	0.00	0.19	0.00
ASV_6000	0.00	0.07	0.00	0.00	0.00
ASV_6002	0.20	0.27	0.33	0.00	0.00
ASV_6003	0.00	0.00	0.00	0.11	0.11
ASV_6004	0.27	0.00	0.07	0.00	0.00
ASV_6005	0.00	0.00	0.00	0.07	0.00
ASV_6009	0.00	0.00	0.00	0.00	0.04
ASV_6010	0.00	0.00	0.00	0.07	0.19
ASV_6011	0.00	0.00	0.00	0.22	0.00
ASV_6012	0.00	0.00	0.00	0.04	0.00
ASV_6014	0.00	0.00	0.00	0.00	0.04
ASV_6015	0.00	0.00	0.00	0.04	0.00
ASV_6017	0.00	0.00	0.00	0.00	0.04
ASV_6019	0.00	0.00	0.00	0.04	0.00
ASV_6023	0.00	0.27	0.00	0.00	0.00
ASV_6026	0.00	0.00	0.07	0.00	0.00
ASV_6029	0.00	0.07	0.00	0.00	0.00
ASV_6030	0.00	0.00	0.00	0.04	0.07
ASV_6031	0.20	0.00	0.00	0.00	0.00
ASV_6032	0.00	0.00	0.00	0.04	0.00
ASV_6033	0.00	0.00	0.00	0.00	0.04
ASV_6034	0.00	0.00	0.00	0.11	0.22
ASV_6035	0.20	0.00	0.00	0.00	0.00
ASV_6036	0.00	0.00	0.07	0.00	0.00
ASV_6038	0.07	0.00	0.00	0.00	0.00
ASV_6040	0.07	0.00	0.00	0.00	0.00
ASV_6041	0.00	0.00	0.00	0.00	0.11
ASV_6042	0.00	0.00	0.00	0.07	0.00
ASV_6043	0.00	0.00	0.00	0.04	0.00
ASV_6044	0.13	0.00	0.00	0.00	0.00
ASV_6045	0.00	0.00	0.07	0.00	0.00
ASV_6046	0.00	0.00	0.00	0.04	0.00
ASV_6047	0.07	0.00	0.00	0.00	0.00
ASV_6048	0.00	0.13	0.60	0.00	0.00
ASV_6049	0.00	0.00	0.00	0.11	0.11
ASV_6050	0.80	0.33	0.47	0.00	0.00
ASV_6051	0.00	0.00	0.00	0.04	0.04
ASV_6052	0.07	0.00	0.00	0.00	0.00
ASV_6054	0.00	0.00	0.00	0.00	0.11
ASV_6056	0.00	0.00	0.00	0.04	0.00
ASV_6057	0.00	0.00	0.00	0.04	0.04
ASV_6058	0.07	0.00	0.00	0.00	0.00
ASV_6059	0.00	0.33	0.27	0.00	0.00
ASV_6061	0.00	0.40	0.00	0.00	0.00
ASV_6065	0.07	0.00	0.00	0.04	0.00
ASV_6066	0.00	0.00	0.00	0.19	0.00
ASV_6067	0.00	0.07	0.00	0.00	0.00
ASV_6068	0.00	0.00	0.00	0.00	0.04
ASV_6069	0.00	0.00	0.00	0.04	0.00
ASV_6070	0.40	0.00	0.33	0.00	0.00
ASV_6072	0.00	0.07	0.00	0.00	0.00
ASV_6074	0.07	0.00	0.07	0.00	0.00
ASV_6075	0.40	0.20	0.27	0.07	0.00
ASV_6076	0.00	0.07	0.00	0.00	0.00
ASV_6077	0.00	0.00	0.00	0.04	0.00
ASV_6078	0.13	0.00	0.00	0.00	0.00
ASV_6079	0.00	0.00	0.00	0.11	0.00
ASV_6080	0.07	0.00	0.00	0.00	0.00
ASV_6081	0.00	0.00	0.13	0.00	0.00
ASV_6083	0.13	0.13	0.00	0.00	0.00
ASV_6085	0.00	0.00	0.00	0.04	0.00
ASV_6090	0.00	0.00	0.00	0.00	0.04
ASV_6091	0.00	0.13	0.00	0.00	0.00
ASV_6094	0.33	0.00	0.00	0.00	0.00
ASV_6095	0.07	0.13	0.40	0.00	0.00
ASV_6096	0.00	0.00	0.00	0.00	0.07
ASV_6097	0.00	0.00	0.00	0.04	0.00
ASV_6098	0.00	0.07	0.00	0.00	0.00
ASV_6100	0.07	0.00	0.00	0.04	0.00
ASV_6101	0.00	0.00	0.00	0.04	0.00
ASV_6102	0.00	0.07	0.00	0.00	0.00
ASV_6104	0.07	0.20	0.00	0.11	0.15
ASV_6105	0.00	0.00	0.00	0.07	0.00
ASV_6107	0.20	0.00	0.00	0.15	0.00
ASV_6108	0.40	0.00	0.20	0.00	0.00
ASV_6109	0.00	0.00	0.00	0.11	0.00
ASV_6110	0.00	0.00	0.00	0.11	0.00
ASV_6113	0.13	0.00	0.00	0.00	0.00
ASV_6114	0.00	0.00	0.00	0.07	0.00
ASV_6115	0.00	0.00	0.00	0.19	0.00
ASV_6116	0.13	0.00	0.00	0.00	0.00
ASV_6118	0.07	0.00	0.00	0.00	0.00
ASV_6119	0.00	0.00	0.00	0.04	0.00
ASV_6120	0.00	0.00	0.07	0.00	0.00
ASV_6121	0.00	0.00	0.00	0.07	0.00
ASV_6122	0.13	0.27	0.13	0.30	0.07
ASV_6124	0.00	0.00	0.00	0.00	0.07
ASV_6126	0.00	0.00	0.00	0.04	0.00
ASV_6127	0.20	0.00	0.00	0.00	0.00
ASV_6129	0.07	0.00	0.00	0.00	0.00
ASV_6131	0.00	0.00	0.07	0.00	0.00
ASV_6132	0.00	0.00	0.07	0.00	0.00
ASV_6133	0.00	0.00	0.00	0.04	0.11
ASV_6134	0.13	0.00	0.00	0.00	0.00
ASV_6135	0.07	0.00	0.00	0.00	0.00
ASV_6136	0.20	0.00	0.00	0.00	0.00
ASV_6137	0.13	0.00	0.00	0.00	0.00
ASV_6138	0.00	0.00	0.07	0.00	0.00
ASV_6139	0.07	0.00	0.00	0.00	0.00
ASV_6140	0.13	0.00	0.00	0.00	0.00
ASV_6142	0.13	0.07	0.00	0.00	0.00
ASV_6143	0.20	0.00	0.00	0.11	0.15
ASV_6147	0.07	0.00	0.00	0.00	0.00
ASV_6148	0.00	0.00	0.00	0.04	0.00
ASV_6149	0.00	0.00	0.00	0.04	0.00
ASV_6151	0.20	0.33	0.40	0.00	0.00
ASV_6152	0.07	0.00	0.00	0.00	0.00
ASV_6155	0.07	0.00	0.07	0.00	0.00
ASV_6156	0.00	0.20	0.00	0.00	0.00
ASV_6157	0.00	0.00	0.00	0.04	0.00
ASV_6158	0.00	0.00	0.07	0.00	0.00
ASV_6159	0.20	0.00	0.00	0.07	0.00
ASV_6160	0.07	0.00	0.00	0.00	0.00
ASV_6162	0.00	0.00	0.00	0.04	0.00
ASV_6163	0.40	0.00	0.00	0.00	0.00
ASV_6164	0.00	0.00	0.00	0.07	0.00
ASV_6165	0.00	0.00	0.07	0.00	0.00
ASV_6166	0.00	0.00	0.07	0.00	0.00
ASV_6167	0.00	0.00	0.00	0.04	0.00
ASV_6168	0.00	0.00	0.20	0.00	0.00
ASV_6169	0.00	0.00	0.00	0.22	0.11
ASV_6170	0.00	0.00	0.07	0.00	0.00
ASV_6171	0.13	0.00	0.07	0.00	0.00
ASV_6172	0.00	0.00	0.00	0.04	0.00
ASV_6173	0.00	0.07	0.00	0.00	0.00
ASV_6175	0.40	0.13	0.00	0.00	0.00
ASV_6176	0.07	0.00	0.00	0.00	0.00
ASV_6179	0.00	0.00	0.00	0.11	0.00
ASV_6180	0.00	0.00	0.00	0.04	0.00
ASV_6181	0.07	0.00	0.00	0.11	0.11
ASV_6182	0.07	0.00	0.00	0.00	0.00
ASV_6183	0.00	0.00	0.00	0.00	0.04
ASV_6184	0.00	0.07	0.00	0.00	0.00
ASV_6185	0.00	0.00	0.00	0.04	0.00
ASV_6186	0.00	0.00	0.00	0.04	0.00
ASV_6190	0.33	0.00	0.00	0.00	0.00
ASV_6191	0.07	0.00	0.00	0.00	0.00
ASV_6192	0.00	0.00	0.00	0.04	0.00
ASV_6194	0.40	0.07	0.20	0.00	0.00
ASV_6196	0.00	0.00	0.00	0.00	0.04
ASV_6198	0.00	0.00	0.07	0.00	0.00
ASV_6199	0.07	0.00	0.00	0.00	0.00
ASV_6200	0.13	0.00	0.00	0.00	0.00
ASV_6202	0.00	0.00	0.00	0.04	0.00
ASV_6203	0.00	0.00	0.00	0.04	0.15
ASV_6204	0.00	0.13	0.00	0.00	0.00
ASV_6205	0.00	0.00	0.00	0.04	0.00
ASV_6206	0.07	0.00	0.00	0.00	0.00
ASV_6208	0.00	0.40	0.00	0.00	0.00
ASV_6211	0.00	0.00	0.00	0.00	0.15
ASV_6212	0.07	0.07	0.00	0.22	0.00
ASV_6213	0.00	0.00	0.00	0.00	0.04
ASV_6215	0.00	0.07	0.00	0.00	0.00
ASV_6216	0.07	0.07	0.00	0.00	0.00
ASV_6217	0.00	0.00	0.00	0.07	0.00
ASV_6218	0.00	0.00	0.00	0.04	0.00
ASV_6219	0.13	0.00	0.20	0.00	0.00
ASV_6220	0.00	0.00	0.00	0.07	0.00
ASV_6221	0.00	0.00	0.07	0.00	0.00
ASV_6222	0.00	0.00	0.00	0.00	0.04
ASV_6223	0.00	0.13	0.00	0.00	0.00
ASV_6224	0.00	0.07	0.00	0.00	0.00
ASV_6225	0.00	0.00	0.00	0.04	0.00
ASV_6226	0.00	0.00	0.00	0.04	0.00
ASV_6228	0.00	0.00	0.00	0.00	0.04
ASV_6229	0.00	0.00	0.00	0.04	0.00
ASV_6232	0.00	0.00	0.00	0.04	0.00
ASV_6234	0.13	0.00	0.00	0.00	0.00
ASV_6236	0.00	0.00	0.00	0.04	0.00
ASV_6237	0.07	0.00	0.00	0.00	0.00
ASV_6238	0.00	0.20	0.00	0.00	0.00
ASV_6239	0.00	0.00	0.00	0.04	0.04
ASV_6240	0.00	0.00	0.00	0.00	0.04
ASV_6241	0.00	0.00	0.00	0.04	0.00
ASV_6243	0.20	0.00	0.00	0.00	0.00
ASV_6244	0.00	0.00	0.00	0.04	0.00
ASV_6245	0.13	0.00	0.00	0.00	0.00
ASV_6246	0.00	0.07	0.00	0.00	0.00
ASV_6247	0.27	0.00	0.00	0.19	0.00
ASV_6248	0.00	0.00	0.13	0.00	0.00
ASV_6249	0.07	0.00	0.07	0.00	0.00
ASV_6250	0.00	0.13	0.07	0.00	0.00
ASV_6252	0.40	0.00	0.13	0.00	0.00
ASV_6253	0.00	0.00	0.00	0.00	0.04
ASV_6254	0.00	0.00	0.73	0.00	0.00
ASV_6255	0.07	0.00	0.00	0.00	0.00
ASV_6257	0.07	0.00	0.00	0.00	0.00
ASV_6258	0.00	0.00	0.00	0.07	0.00
ASV_6259	0.00	0.00	0.00	0.04	0.00
ASV_6260	0.00	0.20	0.00	0.00	0.00
ASV_6262	0.00	0.07	0.00	0.00	0.00
ASV_6266	0.00	0.00	0.00	0.04	0.00
ASV_6267	0.00	0.00	0.00	0.56	0.67
ASV_6268	0.00	0.00	0.00	0.04	0.11
ASV_6270	0.00	0.00	0.00	0.00	0.04
ASV_6272	0.00	0.00	0.00	0.04	0.00
ASV_6273	0.00	0.00	0.07	0.00	0.00
ASV_6274	0.00	0.00	0.00	0.07	0.00
ASV_6275	0.00	0.00	0.00	0.04	0.00
ASV_6276	0.07	0.00	0.00	0.00	0.00
ASV_6277	0.00	0.00	0.00	0.04	0.00
ASV_6280	0.07	0.00	0.00	0.00	0.00
ASV_6281	0.00	0.07	0.00	0.00	0.00
ASV_6282	0.00	0.40	0.00	0.00	0.00
ASV_6284	0.00	0.00	0.00	0.11	0.04
ASV_6285	0.00	0.00	0.00	0.07	0.15
ASV_6287	0.00	0.00	0.00	0.07	0.07
ASV_6289	0.13	0.00	0.00	0.00	0.00
ASV_6290	0.07	0.00	0.00	0.00	0.00
ASV_6291	0.00	0.00	0.00	0.04	0.00
ASV_6292	0.00	0.00	0.00	0.00	0.15
ASV_6293	0.00	0.00	0.00	0.11	0.19
ASV_6294	0.00	0.00	0.00	0.11	0.15
ASV_6295	0.07	0.07	0.00	0.07	0.00
ASV_6296	0.07	0.00	0.00	0.00	0.00
ASV_6298	0.40	0.00	0.00	0.00	0.00
ASV_6299	0.00	0.00	0.00	0.19	0.07
ASV_6300	0.00	0.07	0.00	0.00	0.00
ASV_6301	0.07	0.00	0.00	0.00	0.00
ASV_6304	0.27	0.00	0.00	0.11	0.00
ASV_6306	0.00	0.00	0.00	0.04	0.15
ASV_6307	0.00	0.00	0.00	0.04	0.00
ASV_6308	0.07	0.00	0.00	0.00	0.00
ASV_6309	0.00	0.00	0.07	0.00	0.00
ASV_6311	0.27	0.20	0.27	0.00	0.00
ASV_6312	0.00	0.67	0.00	0.00	0.00
ASV_6314	0.00	0.07	0.00	0.00	0.00
ASV_6315	0.00	0.00	0.00	0.04	0.00
ASV_6316	0.00	0.00	0.00	0.04	0.00
ASV_6318	0.07	0.00	0.00	0.00	0.00
ASV_6319	0.00	0.07	0.00	0.00	0.00
ASV_6320	0.07	0.00	0.00	0.00	0.00
ASV_6324	0.00	0.00	0.00	0.04	0.00
ASV_6325	0.00	0.00	0.00	0.04	0.00
ASV_6326	0.07	0.00	0.00	0.00	0.00
ASV_6327	0.00	0.00	0.00	0.04	0.00
ASV_6328	0.60	0.07	0.00	0.00	0.00
ASV_6330	0.00	0.00	0.00	0.04	0.00
ASV_6332	0.07	0.00	0.00	0.00	0.00
ASV_6334	0.00	0.07	0.00	0.00	0.00
ASV_6335	0.13	0.00	0.00	0.00	0.00
ASV_6336	0.07	0.00	0.00	0.00	0.00
ASV_6337	0.00	0.00	0.00	0.19	0.00
ASV_6338	0.00	0.00	0.07	0.00	0.00
ASV_6339	0.07	0.00	0.00	0.00	0.00
ASV_6341	0.40	0.40	0.20	0.22	0.22
ASV_6342	0.00	0.00	0.00	0.04	0.30
ASV_6343	0.20	0.00	0.00	0.07	0.00
ASV_6344	0.80	0.00	0.20	0.00	0.00
ASV_6345	0.53	0.00	0.27	0.00	0.00
ASV_6346	0.00	0.00	0.00	0.00	0.15
ASV_6347	0.00	0.07	0.00	0.00	0.00
ASV_6349	0.00	0.00	0.00	0.04	0.00
ASV_6350	0.00	0.00	0.00	0.00	0.04
ASV_6351	0.07	0.00	0.00	0.00	0.00
ASV_6353	0.20	0.00	0.00	0.00	0.00
ASV_6355	0.07	0.00	0.00	0.00	0.00
ASV_6356	0.00	0.00	0.00	0.00	0.04
ASV_6357	0.00	0.00	0.00	0.04	0.00
ASV_6358	0.00	0.00	0.00	0.04	0.07
ASV_6360	0.00	0.00	0.00	0.00	0.04
ASV_6361	0.00	0.00	0.00	0.00	0.11
ASV_6362	0.27	0.00	0.00	0.00	0.00
ASV_6363	0.00	0.00	0.00	0.11	0.00
ASV_6364	0.00	0.13	0.00	0.00	0.00
ASV_6366	0.00	0.07	0.00	0.00	0.00
ASV_6367	0.00	0.07	0.00	0.00	0.00
ASV_6368	0.00	0.00	0.00	0.07	0.00
ASV_6370	0.00	0.07	0.20	0.00	0.00
ASV_6371	0.00	0.07	0.00	0.00	0.00
ASV_6372	0.00	0.00	0.00	0.07	0.00
ASV_6373	0.00	0.00	0.00	0.00	0.04
ASV_6374	0.00	0.13	0.00	0.00	0.00
ASV_6375	0.13	0.00	0.07	0.22	0.22
ASV_6376	0.00	0.00	0.00	0.07	0.19
ASV_6378	0.00	0.00	0.00	0.07	0.04
ASV_6379	0.00	0.00	0.00	0.04	0.00
ASV_6380	0.20	0.00	0.00	0.00	0.00
ASV_6381	0.00	0.07	0.00	0.00	0.00
ASV_6382	0.00	0.13	0.00	0.00	0.00
ASV_6383	0.00	0.00	0.13	0.00	0.00
ASV_6384	0.00	0.00	0.00	0.07	0.00
ASV_6385	0.00	0.00	0.00	0.07	0.00
ASV_6386	0.13	0.07	0.07	0.00	0.00
ASV_6387	0.00	0.00	0.00	0.04	0.00
ASV_6388	0.33	0.00	0.20	0.00	0.00
ASV_6389	0.00	0.00	0.00	0.11	0.11
ASV_6391	0.00	0.00	0.27	0.00	0.00
ASV_6392	0.00	0.00	0.00	0.00	0.22
ASV_6393	0.07	0.00	0.00	0.00	0.00
ASV_6394	0.00	0.00	0.00	0.04	0.00
ASV_6395	0.00	0.00	0.07	0.04	0.00
ASV_6396	0.00	0.00	0.00	0.04	0.00
ASV_6397	0.00	0.00	0.00	0.04	0.04
ASV_6398	0.07	0.00	0.00	0.00	0.00
ASV_6400	0.07	0.00	0.00	0.00	0.00
ASV_6402	0.00	0.00	0.07	0.00	0.00
ASV_6404	0.07	0.00	0.00	0.00	0.07
ASV_6407	0.27	0.00	0.00	0.00	0.00
ASV_6408	0.00	0.00	0.00	0.04	0.00
ASV_6409	0.00	0.00	0.00	0.04	0.00
ASV_6410	0.00	0.00	0.00	0.04	0.00
ASV_6411	0.00	0.00	0.00	0.04	0.00
ASV_6412	0.00	0.00	0.00	0.04	0.00
ASV_6414	0.00	0.00	0.00	0.04	0.11
ASV_6415	0.00	0.00	0.00	0.04	0.00
ASV_6417	0.00	0.00	0.00	0.07	0.19
ASV_6418	0.07	0.00	0.00	0.00	0.00
ASV_6419	0.20	0.07	0.00	0.07	0.00
ASV_6420	0.00	0.00	0.00	0.07	0.00
ASV_6421	0.00	0.00	0.07	0.07	0.00
ASV_6422	0.13	0.00	0.00	0.00	0.00
ASV_6423	0.07	0.00	0.00	0.00	0.00
ASV_6426	0.00	0.00	0.00	0.04	0.00
ASV_6428	0.00	0.00	0.00	0.00	0.04
ASV_6429	0.00	0.00	0.00	0.15	0.00
ASV_6431	0.00	0.00	0.00	0.04	0.00
ASV_6433	0.00	0.00	0.00	0.00	0.04
ASV_6436	0.00	0.00	0.33	0.04	0.00
ASV_6439	0.00	0.00	0.00	0.04	0.00
ASV_6440	0.07	0.00	0.27	0.04	0.00
ASV_6441	0.00	0.00	0.00	0.00	0.07
ASV_6443	0.00	0.00	0.00	0.04	0.00
ASV_6444	0.00	0.00	0.00	0.04	0.00
ASV_6446	0.00	0.00	0.00	0.04	0.11
ASV_6448	0.00	0.07	0.00	0.00	0.00
ASV_6449	0.00	0.00	0.00	0.04	0.00
ASV_6452	0.07	0.00	0.00	0.00	0.00
ASV_6453	0.00	0.00	0.07	0.00	0.00
ASV_6454	0.00	0.00	0.00	0.00	0.11
ASV_6456	0.00	0.13	0.20	0.00	0.00
ASV_6457	0.27	0.00	0.00	0.00	0.00
ASV_6458	0.00	0.00	0.00	0.07	0.00
ASV_6459	0.00	0.00	0.07	0.00	0.00
ASV_6460	0.00	0.00	0.07	0.00	0.00
ASV_6461	0.00	0.00	0.00	0.00	0.04
ASV_6462	0.00	0.00	0.00	0.04	0.00
ASV_6464	0.00	0.00	0.00	0.04	0.00
ASV_6466	0.00	0.00	0.00	0.07	0.07
ASV_6467	0.13	0.00	0.00	0.07	0.00
ASV_6468	0.20	0.00	0.00	0.00	0.00
ASV_6469	0.00	0.00	0.00	0.11	0.11
ASV_6470	0.13	0.00	0.13	0.00	0.00
ASV_6472	0.20	0.07	0.13	0.00	0.00
ASV_6473	0.00	0.00	0.00	0.11	0.30
ASV_6476	0.00	0.07	0.00	0.00	0.00
ASV_6477	0.00	0.00	0.00	0.11	0.00
ASV_6478	0.00	0.00	0.00	0.00	0.11
ASV_6479	0.00	0.00	0.00	0.04	0.00
ASV_6481	0.07	0.00	0.00	0.00	0.00
ASV_6482	0.00	0.00	0.00	0.07	0.22
ASV_6483	0.00	0.00	0.00	0.15	0.26
ASV_6484	0.00	0.00	0.00	0.07	0.00
ASV_6485	0.00	0.00	0.00	0.07	0.19
ASV_6486	0.00	0.00	0.00	0.04	0.00
ASV_6488	0.00	0.00	0.00	0.04	0.00
ASV_6489	0.00	0.00	0.00	0.04	0.19
ASV_6490	0.07	0.00	0.00	0.00	0.00
ASV_6491	0.00	0.00	0.13	0.00	0.00
ASV_6493	0.00	0.00	0.00	0.04	0.00
ASV_6494	0.00	0.00	0.00	0.04	0.00
ASV_6496	0.33	0.13	0.00	0.00	0.00
ASV_6497	0.00	0.00	0.00	0.04	0.00
ASV_6498	0.13	0.00	0.00	0.04	0.00
ASV_6500	0.00	0.00	0.00	0.04	0.00
ASV_6503	0.13	0.00	0.00	0.00	0.00
ASV_6504	0.13	0.00	0.00	0.11	0.00
ASV_6505	0.00	0.00	0.00	0.00	0.04
ASV_6506	0.33	0.00	0.33	0.00	0.00
ASV_6510	0.00	0.00	0.00	0.04	0.00
ASV_6511	0.13	0.00	0.00	0.00	0.00
ASV_6512	0.00	0.00	0.00	0.04	0.00
ASV_6513	0.00	0.00	0.00	0.04	0.00
ASV_6514	0.67	0.00	0.00	0.00	0.00
ASV_6515	0.00	0.07	0.00	0.04	0.00
ASV_6516	0.00	0.00	0.00	0.04	0.00
ASV_6517	0.00	0.07	0.00	0.00	0.00
ASV_6518	0.20	0.00	0.00	0.00	0.00
ASV_6519	0.33	0.00	0.00	0.00	0.00
ASV_6520	0.40	0.00	0.00	0.00	0.00
ASV_6521	0.00	0.00	0.00	0.04	0.00
ASV_6522	0.00	0.00	0.00	0.04	0.00
ASV_6523	0.00	0.00	0.20	0.00	0.00
ASV_6524	0.00	0.00	0.00	0.00	0.07
ASV_6526	0.80	0.40	0.13	0.00	0.00
ASV_6528	0.00	0.00	0.00	0.04	0.00
ASV_6529	0.00	0.00	0.00	0.00	0.04
ASV_6533	0.33	0.07	0.40	0.00	0.00
ASV_6534	0.00	0.13	0.00	0.04	0.00
ASV_6535	0.00	0.20	0.00	0.00	0.00
ASV_6536	0.00	0.67	0.00	0.00	0.00
ASV_6537	0.00	0.00	0.00	0.04	0.00
ASV_6539	0.00	0.00	0.00	0.07	0.07
ASV_6540	0.00	0.07	0.00	0.00	0.00
ASV_6541	0.00	0.00	0.00	0.56	0.56
ASV_6542	0.07	0.00	0.00	0.00	0.00
ASV_6543	0.00	0.00	0.00	0.00	0.04
ASV_6544	0.00	0.00	0.07	0.00	0.00
ASV_6546	0.00	0.07	0.00	0.00	0.00
ASV_6547	0.00	0.00	0.00	0.04	0.04
ASV_6549	0.00	0.00	0.00	0.07	0.11
ASV_6550	0.00	0.00	0.07	0.00	0.00
ASV_6551	0.00	0.00	0.07	0.00	0.00
ASV_6552	0.00	0.00	0.00	0.04	0.00
ASV_6553	0.00	0.00	0.07	0.00	0.00
ASV_6554	0.00	0.00	0.13	0.00	0.00
ASV_6556	0.00	0.00	0.20	0.00	0.00
ASV_6557	0.00	0.00	0.00	0.11	0.11
ASV_6558	0.00	0.07	0.00	0.00	0.00
ASV_6559	0.00	0.00	0.07	0.00	0.00
ASV_6560	0.00	0.00	0.00	0.00	0.07
ASV_6561	0.00	0.00	0.00	0.04	0.00
ASV_6563	0.00	0.00	0.00	0.00	0.07
ASV_6564	0.00	0.00	0.00	0.00	0.04
ASV_6566	0.00	0.00	0.00	0.04	0.00
ASV_6567	0.07	0.00	0.00	0.00	0.00
ASV_6569	0.00	0.00	0.07	0.00	0.00
ASV_6570	0.00	0.00	0.00	0.04	0.00
ASV_6571	0.00	0.20	0.07	0.00	0.00
ASV_6572	0.00	0.00	0.07	0.00	0.00
ASV_6573	0.00	0.07	0.00	0.00	0.00
ASV_6574	0.33	0.07	0.00	0.22	0.00
ASV_6575	0.20	0.00	0.00	0.00	0.00
ASV_6576	0.00	0.20	0.00	0.00	0.00
ASV_6577	0.00	0.07	0.07	0.00	0.00
ASV_6578	0.00	0.00	0.00	0.04	0.00
ASV_6581	0.20	0.00	0.00	0.00	0.00
ASV_6582	0.27	0.00	0.00	0.00	0.00
ASV_6583	0.00	0.07	0.00	0.00	0.00
ASV_6584	0.07	0.00	0.00	0.00	0.00
ASV_6588	0.27	0.00	0.00	0.04	0.00
ASV_6589	0.00	0.27	0.00	0.00	0.00
ASV_6591	0.00	0.00	0.00	0.07	0.00
ASV_6592	0.07	0.00	0.00	0.00	0.00
ASV_6593	0.00	0.00	0.00	0.04	0.00
ASV_6595	0.00	0.00	0.00	0.04	0.00
ASV_6596	0.00	0.00	0.00	0.04	0.00
