ASVs	bremen	brake	bremerhaven	helgolandT	helgolandS
ASV_2265	0.0	0.0	0.0	0.0	0.7
ASV_2266	0.0	0.0	0.0	0.7	0.0
ASV_2275	0.0	0.0	0.0	0.0	0.3
ASV_2292	0.0	0.0	0.0	0.0	0.3
ASV_2297	0.0	0.0	0.0	0.0	0.7
ASV_2298	0.0	0.0	0.0	28.3	1.0
ASV_2299	1.7	0.0	0.0	0.0	0.0
ASV_2300	0.0	0.0	0.0	1.7	0.0
ASV_2306	0.0	0.0	0.0	0.0	0.3
ASV_2311	0.0	0.0	0.0	0.0	0.7
ASV_2313	1.7	1.3	0.0	0.0	0.0
ASV_2316	0.0	0.0	0.0	0.7	0.0
ASV_2318	0.0	0.0	0.0	0.3	0.0
ASV_2319	0.0	0.0	1.0	0.0	0.0
ASV_2328	0.0	0.3	0.0	0.0	0.0
ASV_2344	0.0	0.0	0.0	0.0	1.0
ASV_2346	2.7	1.7	1.3	0.0	0.0
ASV_2348	0.0	0.0	0.0	4.3	0.0
ASV_2350	5.3	1.3	1.0	0.0	0.0
ASV_2357	0.0	0.0	0.0	0.3	0.3
ASV_2360	0.0	0.0	0.0	0.3	0.0
ASV_2373	0.0	0.3	0.0	0.0	0.0
ASV_2374	0.0	0.0	0.0	0.0	0.3
ASV_2378	0.3	0.3	0.0	0.0	0.0
ASV_2385	0.0	0.0	0.0	0.7	0.0
ASV_2387	1.0	0.7	0.0	0.0	0.0
ASV_2389	0.0	0.0	0.0	0.0	0.7
ASV_2394	0.0	0.0	0.0	0.0	0.3
ASV_2395	0.0	1.0	1.3	0.0	0.0
ASV_2400	1.0	5.0	2.0	0.0	0.0
ASV_2402	0.0	0.0	0.0	0.0	0.3
ASV_2406	1.3	6.3	5.7	0.0	0.0
