ASVs	bremen	brake	bremerhaven	helgolandT	helgolandS
ASV_1650	0.3	0.0	0.0	0.0	0.0
ASV_1652	0.0	0.0	0.3	0.0	0.0
ASV_1663	0.0	0.0	0.0	0.0	0.7
ASV_1664	0.0	0.0	0.0	0.0	2.0
ASV_1668	0.0	0.3	0.0	0.0	0.0
ASV_1670	0.0	0.0	0.0	0.0	4.7
ASV_1673	0.0	0.0	0.0	0.0	2.0
ASV_1677	0.0	3.0	0.0	0.0	0.0
ASV_1681	20.3	6.7	10.3	1.0	0.0
ASV_1689	0.0	0.0	0.0	0.0	1.3
ASV_1695	0.0	0.0	0.0	0.3	1.3
ASV_1697	0.0	0.0	0.0	0.0	1.3
ASV_1714	0.0	0.0	3.0	4.7	0.0
ASV_1715	0.0	0.0	0.0	0.0	0.3
ASV_1719	0.0	1.0	4.7	1.0	0.0
ASV_1725	0.0	0.0	0.0	0.3	0.0
ASV_1731	0.0	0.0	0.0	0.0	0.7
ASV_1741	0.0	0.0	0.0	0.0	18.7
ASV_1743	0.0	0.0	0.0	0.3	0.0
ASV_1748	0.3	0.0	0.0	0.0	0.0
ASV_1750	0.0	1.3	0.0	0.0	0.0
ASV_1752	0.0	5.7	0.3	0.0	0.0
ASV_1753	0.0	0.0	0.0	0.0	0.3
ASV_1758	0.0	0.0	0.0	0.3	0.0
ASV_1760	0.0	0.0	0.7	0.0	0.0
ASV_1763	1.0	0.7	0.3	0.0	0.0
ASV_1770	0.0	1.7	0.7	0.3	0.0
ASV_1796	0.0	0.0	0.0	0.0	1.0
ASV_1800	0.0	1.0	0.0	0.0	0.0
ASV_1816	0.0	0.0	0.0	1.3	96.7
ASV_1819	0.0	0.0	1.0	0.0	0.0
ASV_1828	0.0	0.0	0.0	0.0	0.3
ASV_1840	0.0	0.0	0.0	7.0	0.0
ASV_1842	0.0	0.0	0.0	0.3	0.7
ASV_1848	0.0	0.0	0.0	0.7	0.0
ASV_1852	0.3	0.3	0.0	0.0	0.0
ASV_1860	0.0	0.0	0.0	3.0	0.0
ASV_1885	0.0	0.7	0.0	0.0	0.0
ASV_1895	8.3	6.7	0.7	0.0	0.0
ASV_1897	1.0	0.0	0.0	0.0	0.0
ASV_1901	0.0	3.0	0.0	0.0	0.0
ASV_1907	0.0	0.3	0.0	0.0	0.0
ASV_1920	0.0	0.0	0.3	0.0	0.0
ASV_1936	0.0	0.0	0.0	0.3	0.0
ASV_1940	0.0	0.0	0.0	0.3	0.0
ASV_1942	0.3	0.0	0.0	0.0	0.0
ASV_1951	0.0	0.3	0.0	0.0	0.0
ASV_1952	0.0	0.0	0.0	0.3	0.0
ASV_1962	0.0	0.7	0.0	0.0	0.0
ASV_1965	0.0	0.0	0.3	0.0	0.0
ASV_1972	0.0	0.0	0.0	0.3	0.0
ASV_1976	0.0	0.0	0.0	0.3	0.0
ASV_1983	0.0	0.0	0.3	22.3	0.0
ASV_1992	0.0	0.0	3.7	5.0	0.0
ASV_2002	0.0	0.0	0.0	0.3	0.0
ASV_2004	0.0	0.0	0.0	0.7	0.0
ASV_2021	0.0	0.0	0.0	0.3	0.0
ASV_2025	2.0	0.0	0.0	0.0	0.0
ASV_2035	1.0	3.7	0.0	0.0	0.0
ASV_2037	0.0	0.0	0.0	0.3	0.0
ASV_2041	0.0	0.0	0.0	6.7	16.0
ASV_2045	6.0	1.7	0.0	0.0	0.0
ASV_2050	0.7	0.0	0.0	0.0	0.0
ASV_2052	0.0	0.0	5.0	0.7	0.0
ASV_2053	0.0	0.0	0.0	0.3	0.0
ASV_2057	0.0	0.0	0.0	0.0	0.3
ASV_2064	0.0	0.0	0.0	0.3	0.0
ASV_2085	0.0	0.0	0.0	0.3	0.0
ASV_2086	0.0	0.0	0.7	0.0	0.0
ASV_2087	0.0	0.0	0.0	0.0	8.3
ASV_2107	0.0	0.3	0.0	0.0	0.0
ASV_2109	0.0	0.0	0.0	0.0	1.0
ASV_2112	0.0	0.0	0.0	1.3	0.0
ASV_2118	0.3	0.0	0.0	0.0	0.0
ASV_2120	0.0	0.0	0.0	3.0	0.0
ASV_2122	0.3	3.3	3.0	0.3	0.0
ASV_2123	3.0	1.7	4.0	0.0	0.0
ASV_2130	0.0	2.3	0.0	0.0	0.0
ASV_2151	0.7	0.0	0.0	0.0	0.0
ASV_2154	0.0	0.3	0.0	0.0	0.0
ASV_2156	0.0	8.3	12.7	2.7	0.0
ASV_2158	0.0	0.3	0.0	0.0	0.0
ASV_2170	0.0	2.0	0.0	0.0	0.0
ASV_2183	0.0	0.0	0.0	0.3	0.0
ASV_2204	0.0	0.0	0.0	4.7	0.0
ASV_2211	0.0	0.0	0.0	14.7	0.0
ASV_2215	0.0	0.0	1.3	13.3	0.0
ASV_2216	0.0	0.0	0.0	0.0	1.3
ASV_2223	0.0	0.0	0.0	0.0	0.3
ASV_2238	0.0	0.0	0.0	6.3	0.0
ASV_2242	0.0	0.0	0.0	0.0	0.3
ASV_2255	0.0	0.0	0.0	1.7	0.0
ASV_2261	0.0	0.0	8.7	12.3	0.0
ASV_2269	0.0	0.0	0.0	4.0	0.0
ASV_2270	0.0	0.0	0.0	0.7	0.0
ASV_2274	0.3	0.0	0.0	0.0	0.0
ASV_2295	0.0	0.0	0.0	6.0	0.0
ASV_2298	0.0	0.0	0.0	2.3	0.0
ASV_2301	0.0	0.0	0.0	0.0	3.3
ASV_2303	1.3	1.0	0.0	0.3	0.0
ASV_2312	0.3	3.3	1.0	0.0	0.0
ASV_2319	2.0	4.7	32.3	11.7	0.0
ASV_2340	0.0	0.0	0.0	0.0	25.7
ASV_2345	0.0	0.0	0.0	0.7	0.0
ASV_2350	10.3	4.0	0.0	0.0	0.0
ASV_2371	0.0	0.0	0.7	0.0	0.0
ASV_2397	0.0	0.0	0.0	0.3	0.0
ASV_2400	1.0	1.3	1.7	0.7	0.0
ASV_2412	0.0	0.0	0.3	0.0	0.0
ASV_2415	0.7	0.0	0.0	0.0	0.0
ASV_2416	0.0	0.0	0.0	3.0	0.0
ASV_2418	0.0	0.0	0.0	0.0	1.0
ASV_2419	0.0	0.0	0.0	0.7	0.0
ASV_2423	0.0	0.3	0.0	0.0	0.0
ASV_2437	0.0	0.0	0.0	2.7	0.0
ASV_2438	3.3	0.0	0.0	0.0	0.0
ASV_2439	0.0	0.0	0.0	0.3	0.7
ASV_2449	0.7	0.7	0.3	0.0	0.0
ASV_2459	0.0	0.0	0.0	1.0	0.3
ASV_2463	0.0	0.3	0.0	0.0	0.0
ASV_2478	0.0	0.0	0.3	0.0	0.0
ASV_2486	0.0	0.0	0.0	0.0	6.3
ASV_2492	1.0	0.0	0.0	0.0	0.0
ASV_2497	1.7	0.0	0.0	0.0	0.0
ASV_2521	2.0	0.7	0.0	0.0	0.0
ASV_2522	4.0	10.3	0.0	0.0	0.0
ASV_2524	0.0	0.0	0.0	0.0	1.0
ASV_2537	0.0	0.0	0.0	1.0	0.0
ASV_2540	0.0	6.0	1.0	0.0	0.0
ASV_2553	0.0	0.0	0.0	0.3	0.0
ASV_2557	22.0	32.0	53.3	20.3	0.0
ASV_2559	0.0	0.0	0.0	0.0	0.7
ASV_2564	4.7	0.0	0.0	0.0	0.0
ASV_2566	0.0	0.0	0.0	0.3	0.7
ASV_2567	0.3	0.0	0.0	0.0	0.0
ASV_2568	0.0	0.3	0.3	0.0	0.0
ASV_2570	0.0	0.0	0.0	0.3	0.0
ASV_2578	0.0	0.0	0.0	0.0	1.3
ASV_2581	0.0	0.0	0.0	0.0	0.7
ASV_2589	0.0	0.0	0.0	0.3	0.0
ASV_2592	0.7	0.0	0.0	0.0	0.0
ASV_2593	0.0	0.0	0.0	1.0	0.0
ASV_2596	0.0	0.0	0.0	0.3	0.0
ASV_2598	0.0	0.0	0.0	0.3	0.0
ASV_2601	0.0	0.0	0.0	0.3	0.0
ASV_2613	0.0	0.0	0.0	3.3	0.0
ASV_2617	0.0	0.0	0.0	0.0	10.7
ASV_2633	0.0	0.0	0.0	1.7	0.0
ASV_2636	0.0	0.0	1.0	0.0	0.0
ASV_2638	6.3	9.7	12.7	3.3	0.0
ASV_2657	1.0	0.0	0.0	0.0	0.0
ASV_2660	0.0	0.0	0.0	0.0	0.7
ASV_2662	0.0	0.0	0.7	0.0	0.0
ASV_2673	0.0	0.0	0.0	2.7	0.0
ASV_2688	0.0	0.0	0.0	0.3	0.0
ASV_2697	0.0	0.0	0.0	0.0	1.0
ASV_2699	0.0	0.0	0.0	0.0	1.0
ASV_2705	0.0	0.0	0.0	0.7	0.0
ASV_2706	0.0	0.0	0.0	0.0	21.0
ASV_2708	0.0	0.0	0.0	0.0	0.7
ASV_2713	0.0	0.0	0.0	7.0	2.7
ASV_2714	0.0	0.0	0.0	0.0	1.0
ASV_2719	0.0	0.7	0.0	0.0	0.0
ASV_2720	0.0	0.0	0.0	0.0	3.0
ASV_2726	0.0	0.0	0.0	0.0	1.0
ASV_2730	0.0	0.0	13.0	0.0	0.0
ASV_2752	0.0	0.0	0.0	0.3	0.0
